pool_idx;ulasan;label
2191;Makannya udah ready tapi GK bilang udah ready kebanyakan asik mengosib atau mengubah orang...kasir nyaaa GK pantas jadi kasir pelayanan jelek;negative
946;Sesuai lah untuk kaula muda...;positive
2980;Karena agak masuk ke dalam, jadi tenang. Nggak terlalu banyak orang. Suka banget suasananya;positive
3240;Masih kurang komplit varian minuman+cemilannya.,;neutral
1369;"Cafe ngopi yang nyaman
Bisa bikin acara formal juga, meeting kecil
Makanan nya enak …";positive
2452;Cafe yang selalu aku kunjungi (lagi dan lagi), suasananya ok, klo mau berdua sama suami ya bisa di luar, klo bawa anak2 ya duduk di dalam,,,,, makanannya cocok 👍 lbh suka camilannya sih di sini, dan andalan aku tuh minumannya_hazelnut 🤩 ga prnh ketinggalan ambil ini tiap kali datang 😙 + selalu selfie di cerminnya 🤭 …;positive
999;Saya kasih bintang 4, karena saya harus menunggu 55 menit untuk makanan siap dihidangkan. Saya datang siang hari pukul 11.30 WIB, jam makan siang. Untuk pelayanan nya ramah, caramel macchiato favorit saya dan rekomen buat kalian. Nasi di …;
1671;"""Makanan enak2";
2753;"mohon dibenahi untuk attitude karyawannya 🙏🙏 …""";
1849;Kue dan dessert2nya enak, cm untuk makanan beratnya agak kurang rasanyaa;
950;Not bad, i like the concept;
1841;Tempatnya enak walau ga terlalu luas. 2 kali dateng selalu outdoor, klo malem diatas jam 9 dingin. Dibawah itu klo cuacanya panas bakal panas karna gada angin. Minuman enak dan terjangkau, pelayanan ramah. Pembayaran cash(lupa bisa kartu apa engga) dan gada wifi;
2079;"""makanan nya sih enak enak ya, pelayanannya cukup lama pdhl cuma saya pelanggan yg beli waktu itu.";
981;Sangat tidak ramah, diminta tolong bantu antarkan cake ke meja depan aja kada mau, dengan dalih self servis, tolong tingkatkan lagi pelayanannya;
3069;Pelayanan tidak ramah, masa ngasih asbak rokok main lempar terus waktu ngantar pesanan sambil ngerokok kurang etis banget untuk sebuah usaha yang bergerak di bidang pelayanan;
335;"Tapi syangnya wifi tdk ada.""";
2802;Pelayanan lebih ditingkatkan.,;
113;Tempatnya tenang, harga snacks & drink-nya nggak mahal;
715;"Minusnya kalau malam kadang agak berisik banyak yang main game🥲 …""";
2754;masukan, untuk karyawan kitchen nya. makanan yg saya beli tadi nasi nya masih mentah dan masih di serving.;
2364;Menu makanan di sini cukup lengkap dengan jam buka yang panjang. Makanannya relatif enak untuk beberapa menu, tapi beberapa menu lainnya aku rasa kurang. Terakhir ke sini pesen soto surabaya dan nasi goreng ikan asin. Soto surabayanya …;
2060;Beberapa kali ksini..sop iga nya sih juara menurut q..bumbu nya medok dan segar..klo rasa kurang enak badan kurang selera makan..sop iga d sini cocok kr merica nya nendang sekali..;
3409;Beberapa kali ksini..sop iga nya sih juara menurut q..bumbu nya medok dan segar..klo rasa kurang enak badan kurang selera makan..sop iga d sini cocok kr merica nya nendang sekali..;
724;"Suasana cukup bagus""";
2919;Buat yang pingin nongki tapi gak jauh dari tempat kerja, ini bisa jadi salah satu rekomendasi cafe yang bisa kamu kunjungi. Minumannya enak, indoornya dingin, terus bisa sekalian main mini Golf ala2.;
3331;"buat gerbang parkir keluar mungkin bisa diberi tanda atau plang kalau itu arah …""";
2988;sedikit tersembunyi, tapi cukup mudah menemukannya..;
2771;Ada semi-outdoor jadi kalo ujan aman, parkir gratis, harga salah satu yang termurah.;
96;"Saran nnti klo bisa ad live akustikan musik jd biar lebih rame lg, …""";
1217;Kopi tiramisunya enak, toast enak cuma agak kurang dikit tapi overall enak, tempatnya yg outdoor nyaman cuman gatau ini emang banyak nyamuk apa cuma pas ini aja, saran aja yg diluar dikasih kek ultraviolet yg buat lalat itu keknya bisa biar …;
791;"Cuma minus kalau duduk diluar agak panas aja …""";
977;tempat nyaman, namun makanan kurang nendang.. semoga kedepannya bisa diimprove untuk makanannya terutama makanan promo;
437;Semua menu unik blm saya coba, karna cuman pengen ngopi.. dan ternyata kopix enak banget. Mau Panas ato dingin.. mantul pokoky👍😘👍;
870;Tempat nya bagus, kopi enak..tapi ac nya kurang dingin..mgkn karena jumlahnya jg ngga banyak..;
2214;Tidak ramah;
2850;Mempunyai rasa yg konsisten tapi bisa berubah tergantung mout barista 😅 …;
162;Bagian luar dan bawah mobil lumayan bersih tapi di dalam atau di dashboard nya tidak di bersihkan atau lupa masih banyak debu nya,. Dan tempat tunggu nya  agak kurang kecuali kita di dalam cafe;
1637;Enak,ga mahal, tempat baguss .;
2380;Dapat rekomendasi dari driver yang mengantar saya ke Palangkaraya, makanya begitu sampai di penginapan langsung makan siang dan pesan ojek online minta diantar kesini. Lokasinya ternyata tidak begitu jauh dari tempat menginap sehingga …;
2967;Ga tau sih, tapi sepertinya bakal langganan.. 😍 …;
1965;"Dari jam 8.30 baru keluar semua makanan nya 9.30""";
131;Pelayanannya buruk, staf terkesan tidak ramah dan seperti tidak peduli dengan pelanggan. Selain itu, musik yang diputar tidak enak didengar, sampai bikin kepala pusing. Saya harap ke depannya bisa ada perbaikan dalam pelayanan dan pemilihan musik agar pelanggan merasa nyaman.;
2844;Makanan dan snacknya enak, harganya terjangkau, pelayanannya juga ramah. Waktu pelayanannya lebih dipercepat lagi yaa, antara barista sama kitchen oper orderannya kroscek lagi biar ga pending lama. Klo bisa kita self service ambil sendiri …;
1626;Biasa aja, lama antar makananya, tdk di sebutkan estimasi waktunya juga.;
1077;"""Biasa nya aku pesen isi nya full";
1817;"Ada makanan berat juga, ga hanya cemilan. …""";
2300;Enak tpi mahal;
718;"Alhamdulillah ga menyesal. …""";
1898;Sekedar masukan, kalo ada kursi yg penuh tolong sampaikan lewat abang parkirnya ketika kastamer baru sampai. Jadi biar gak sia² ketika lagi pengen dine in. Sempat bingung cari tempat duduk, terpaksa duduk di property didepan. Karena gak …;
2253;Secara keseluruhan baik , saya datang untuk menghadiri event , tempat parkir yg kecil menjadi salah satu permasalahan nya, semoga kedepan bisa lebih berkembang;
2799;Kualitas pelayanan sangat bad, mungkin oknum yaaaa, tapi yang namanya kerja di pelayanan, harus good attitude dongg 🥲 …;
424;pelayanannya ga banget,kasirnya ga ramah.;
2679;"""Kalo tengah malam butuh kopi dan workspace cocok, buka sampai subuh soalnya😂";
2471;"""Pertama kali ngupi disini";
125;ulasan utk carwash. bukan cafe nya. kirain cuman di aku doang zonk, pas buka review rata2 sama wkwkw uang parkir hilang, mobil tetap kotor😭🤣 terimakasih jera dan tak akan kembali …;
50;Orderan suka telat atau bahkan kayanya kelupaan karna lamaaaa bgt dtgnya pas ditanyain ulang bru dtg. Menu makanan masih kurang variatif, tp minumannya enak kok. Tempatnya cozy, ada live music tiap malem minggu. Kalo mau kesini malem minggu harus datang awal bgt yah karna tempat ini lumayan digemari dedek2 karna harganya yg murah;
2604;"makanan tak kunjung datang.""";
1939;"Pelayanannya lama dan kacau, sepertinya perlu ditingkatkan.""";
809;Kalau kopinya sich nga perlu diragukan lagi..tapi kayanya harus ada pembaharuan tempat,semisal kaya dikasih pendingin(AC)...terutama dilantai 2,biar pengunjung betah ...sekian;
842;Parkir luas, ada meja kursi outdoor, suasana di indoor agak panas, dan musik terlalu keras sehingga ngobrol kurang nyaman. Untuk menu udah lumayan, kopinya enak, camilan juga decent, dan harga cukup terjangkau.;
1240;"Jika suatu saat ingin dilakukan peningkatan, mungkin area luar di bagian belakang bisa lebih dikelola sebab banyak nyamuk dan serangga.""";
730;Snacknya enak dan lebih murah dari cafe lain, menu serupa tapi harga bisa bersaing. Paling suka di indoor karena ber AC, tapi mejanya sedikit;
1044;Alangkah lebih baik jika proses penyajian makanan beratnya (nasi, mie, spageti) dipercepat. Untuk rasa enak 👍 …;
2726;Risolnya enak, ga pelit sayur dan isiannya ga kering, jadi masih berasa sayurannya.;
1459;Saya kira Dubstep 😂 …;
3209;servisenya jelek bgt, mentang mentang cafe baristanya pada kaya nongki. pesanan teledor, nunggu 30 mnt lebih kirain krn emg lagi banyak yg mesan. rupanya krn pada miskon;
3156;"Pertahankan kualitas ya""";
2341;"Mana ga sopan barista cewe ke barista cowo, masa ngasih barang dilempar sampe jatuh, hedehh🥲 …""";
688;Dimsum Mentai : enak, padat, namun saus mentainya agak pedas;
2738;Biasa aja;
2342;Pembuatan Asal Asalan, Seal tidak rapat, dikocok jadi tumpah kemana mana;
1596;"Mie gorengnya banyah aka. lembek.. Minta tambah telor dadar di mie gorengnya ga bisa.. …""";
704;Krennn ada live musicnya🙏 …;
2241;Cocok untuk acara-acara outdoor di malam hari feel-nya lebih dapat 🤗 …;
2773;beberapa kali beli chicken salted egg disini sangat yummm tp kurang cabe huhu mungkin bisa bikin add on bubuk cabe/cabe potong/kecap cabe sperti secbowl?😬👍🏻💯 …;
856;Sekut banget nya selalu jadi favorit qt 🥰 …;
825;"Spot foto juga bagus. Cuman kalau siang panas bgt👌🏻 …""";
2763;Satenya asin banget, leci tea hambar, harga gak sesuai sma omongan di awal;
2624;Cafe nya bagus;
1254;Selama stay di kalteng kurang lebih setahun udah nyobain beberapa coffe shop yang ada disini, karna aku lumayan picky untuk urusan kopi dan syukurnya aku ketemu sama coffeshop ini …;
247;Tempatnya bagus sih, wifinya ga ada ya? Setidaknya kalau wifi ga ada, bisa kalii ditambah beberapa permainan misalnya kartu ToD atau uno;
1602;Wajib banget kesini sudah pasti ga bakal ngecewakan;
2363;"2. Bluberry cheesecakenya, juara, selai blubberynya gak terlalu asam pas, meskipun cakenya agak keras karna di dalam mesin pendingin, tapi tetap enak , jadi …""";
53;Pesan ayam rica-rica yg datang lebih byk tulangan ayam drpd daging ayamnya, maaf boleh diperbaiki kualitas menu ayam rica2nya, rasanya enak cuman disayangkan pas makan berasa makan tulang semua.;
1607;Boleh lah. Live musiknya juga bikin suasana hidup. Jadi yang ga doyan main hp pas ngumpul ga ngang ngong aja disitu hehe;
1012;"""Bukan untuk yang kelaperan dan buru-buru.";
142;Kurang puas mobil masih kotor dan ada tambahan baretnya padahal lumayan bayarnya, tolong ditingkatkan lagi🙏 …;
1736;Suasananya nyaman tenang, cocok banget untuk ngobrol santai dan meeting yang tidak terlalu serius. Makanan nya juga lebih berkelas terbukti berkualitas tentu saja sesuai harga. Mereka bilang ada harga ada rupa. Untuk yang outdoor juga keren …;
2582;"""Saya tidak akan komplain ttg makanan, namun soal pelayanannya.";
178;Rasa bintang lima, harga kaki lima 👍🏼 …;
1497;Keramahan saya acungkan jempol;
2454;Untuk makanannya enak, namun dari segi pelayanan kurang ramah.. Semoga ke depan lebih baik lagi…;
3203;Barusan pesan makanannya lewat gojek, pesan menu sweet and sour chiken, untuk nasinya tolong di perhatikan lagi ya ka, soalnya kaya masih mentah dikit, untuk ayamnya enak, bumbunya enak, cuma paling di banyakin aja lagi bumbunya karena , …;
59;Suasananya panas ngga disediakan kipaa angin untuk yang outdoor.;
682;Kafe 24 jam, harga minuman nya rata rata diatas 22rb.;
2476;Makanan nya enak².. pas banget istht kerja disni..pilihan menu makanan nya lumayan bnyak;
2472;"Tp ga sempet foto2 sih🤣 …""";
1915;Pelayanannya ramah. Anjing ownernya gumush banget, boleh dielus-elus (tapi biasakan izin dulu sebelum elus-elus/ambil foto peliharaan orang lain ya);
1090;"Ayo mba2 yang cantik yg krja dsna jgn byk ngobrol/ghibah..""";
605;Pelayanan kurang memuaskan;
566;Mohon tukang parkirnya bisa lebih tertib lg.;
3265;Pas aja sih;
2097;Pelayanan paling buruk, hampir dua jam baru selesai pesanan saya. Sangat aneh, kami yang pertama order kok bisa bisanya membuat pesanan untuk orang lain, apa lagi wanita. Memang tim pelayanan paling buruk;
913;Parkir susah kalau pake mobil apa lagi hujan. Ga ada payung.;
3138;Gk sempat foto kopinya, tapi americanonya lumayan;
2960;Untuk minumannya lumayan enak, harga standar, tapi untuk pelayanannya bisa diperbaiki. Karena kemaren pesen kopi aja buat 3 orang lebih setengah jam menunggu, ternyata setelah dikonfirmasi pesanannya sudah dibuat tapi ga diantar (terjadi …;
2085;"Netral : Bagi pecinta kucing pasti betah karena banyak kucing, tapi bagi yang gak begitu suka bakal sebaliknya. …""";
2246;Salah satu kafe di jalan mahir mahar, berada di lingkar luar palangkaraya lumayan cukup jauh dari tengah kota, suasananya masih alami seperti di hutan,.;
1247;Tempatnya bagus..toastnya enk..cuma kopi caramel dan tiramisunya sedikit pahit..mungkin yg suka kopi pekat suka..tapi ak suka sedikit manis...so far suka nongkrong dsni..cuma kemarin nongkinya ga bs lama..d rebut kursinya sama cewe ga da sopan santunya..kesal..;
1810;"Sudah sering kesini""";
2720;kurang luas tempatnya, image nya hanya sekedar tempat konsumen nunggu cuci mobil.,;
1099;Parkiran tolong diperhatikan lagi, kalo gak ada lahan parkir mending pindah. Baret mobil saya  di dempet2 Ama kang parkir. Layanan cashiernya gak bersahabat banget. Tapi gpp ketolong Ama makanannya yang enak. PR banget buat Parkirnya. Sekarang kalo kesana pake motor, tapi gak bisa rame2 Ama temen. Huh;
2906;kopinya enak, ga kemanisan dan bukan rasa gula hihi.. tempatnya juga lumayaan buat menyendiri dan ngerjain tugas, cuman mungkin karena deket jalan jadi motor sering bikin polusi suara. tutupnya sampai jam 22.00 😥 …;
1374;dari jaman saya pacaran sampai nikah paling suka kesini karena suasana dan makanannya enak. terutama beans disini yg paling enak, tapi hari ini saya pesan americano take away malah diinput caramel macchiato. sedih saya karna maunya americano disini enak sekali. karna saya buru-buru jadi saya gak bisa nunggu untuk pesan lagi;
3342;Pelayanan untuk para Ojol sangat lama dan padal pelayanan banyak,tapi banyak santai;
16;Cukup baik;
444;Tepat nya kurang besar ...meja yg di dalam juga sedikit...;
2324;Terus mba kasir dan mas kasirnya ketawa2 krna teman saya duduk di kursi dan kursinya patah, kita tau kita salah tapi ga seharusnya diketawain hehe ga sopan;
340;"Update feb 2022, harga ada sedikit kenaikan namun rasa malah berkurang …""";
1262;"""Luar biasa..";
2618;Luar biasa;
2428;"Pelayanan cepat ga harus nggu lama wlpun bnyk tamu... karyawannya ramah dan sopan.. untuk suasana bagus apa lagi ada renovasi makin bnyak tmpt dduk...""";
1128;Datang pas awal2 buka, jadi masih rame2 orang dan kalo duduk di dalam ac nya gak terlalu berasa, tapi gak papa lah, untuk makanan dan minumannya ya standar lah karna kan tergantung masing2 selera orang, sedikit masukan aja paling tambahin mic aja buat manggil2 cust biar gak habis suara karyawannya karena faktor lumayan bising lah;
1305;Enak kopinya pas. Sesuai harga;
1943;Tapi sayang mie hainan dan sambel nya terasa asin sekali.Menu cafe dan resto jadi utk makanan berat nya porsi nya sedikit bgtz.Klo KopiTiam di luar daerah berlimpah 😁😁.;
79;Suka bgtt ke sini karena suasananya, makanannya enak2, suka karena cafe nya ga terlalu terang😅 cocok buat kaum introvert kek saya😁🤡 …;
3017;Gak cuman cocok buat nongki,tapi emang buat makanan yang bikin kenyang ituu Alasa sabi sihhh. Jujur😌. Ayam bakar Taliwang emg jdi favorit bgt tiap kali ke Alasa🫶🏻 …;
2220;Senang banget, bisa meeting dengan kawan kawan;
3081;Setelah di renov jadi makin bagus tempatnya pelayanannya juga ngga yang lama lama banget udah berubah lah pokonya dari segi tampilan sama pelayanannya;
1412;"Terkesan menutupi harga.""";
361;24 jam ada juga ruang vip menunya banyak;
2745;Cafe yg buka sampai subub jam 4, cocok nongki ramai2 dgn tmn.;
2102;Hanya 1 Item makanan,  30 menit;
1588;"Kalo tidak teliti, antrian kita bisa keserobot seperti 2x pengalaman teman yg …""";
1041;All goods. Tapi kenapa tiba2 banyak nyamuk yang dekat toilet? Sangat mengganggu saat kerja 😅 Mungkin bisa dicek lagi, kalo udah oke will give 5 stars soon …;
1075;Ada roti, kopi, non cofee. Jam 9 kesini buat santai sudah buka. Karena gak bisa minum kopi jadi pesen peach lechy yakult. Enakk seger;
2283;Lumayan sulit untuk mencukupi persyaratan dan tata caranya;
413;Sundul best lah. harus coba.;
1346;Semua tempat itu unit,tapi yang lebih spesial itu ketika aku duduk bersamamu disini. …;
1803;Second time for visit, comforting cafe so far. Ambience nya tenang, cocok buat yg ga suka keramaian. Selalu order kebab di sini, rasa nya selalu sama dari pertama kali nyoba. Menurut ku kebab nya beda dari kebab pada umumnya. Bener-bener …;
679;Enak makanannya hanya saja variasi kurang banyak;
2168;"tinggal nambah ac sama partisi kaca sih""";
3306;Udh 4x kali makan kesini karna enak, udah ngajakin pasangan, trus ngajakin kluarga jugaaa.  Next ngajakin circle2 lainnnn.. Favoritooo aku itu mie ayam jamur. Enyaakk;
2179;kids playground nya sih yang jadi pembeda.. secara pribadi saya kurang cocok dengan taste kopinya, tapi kalo ajak anak-anak memang tempat ini jadi salah satu yang ada dalam daftar untuk didatangi.;
1146;Hampir sejam baru selesai. Pesan manuka americano, jadinya americano biasa. Hadeh;
1851;Spaghetti sama minumannya enak, tapi ayam cabe ijonya mungkin bisa ditingkatkan lagi kualitasnya;
251;makanan nya enak tapi sayur nya kurang fresh, minuman nya enak tapi ada kecoa di dinding;
2820;Matcha nya enaak;
475;French fries nya daduhaaiii....;
55;"""Pineapple punch nya segar..";
1508;Tempat bagus.. Bersih.. Lap parkir lumayan ada musiknya tapi musiknya agak di kecilin jgn terlalu di besarin suaranya.. Oleh ya kita mau ngobrol jd menjerit.. Jd besar suara kita..;
408;"""Menu variatif.";
2672;Coffeshop nya bagus, tpi sayang ada beberapa jamet kampungan main ml gatau tempat smpai teriak” ganggu orang yg lagi nongkrong sama ngerjain tugas di situ. Kalo main ml nya biasa ga smpe teriak” gpp, ini malah teriak anarkis kaya kebun …;
2923;"""1. Buka Pagi sd Malam";
149;Seharusnya hanya bayar 50rb utk mobil kecil, tapi diminta biaya tambahan 30rb (up 60% dari harga asli) dengan alasan mobil sangat kotor (padahal menurut saya normal2 saja), krn dijanjikan akan benar2 bersih, saya oke saja. Tapi ternyata …;
2552;Mangkuk Nasi Ayam Cabai Asin dengan spageti aglio ⭐️⭐️⭐️⭐️⭐️;
3134;Udahlah dah gakperlu diraguin wkwk kalo udah cocok mah mesti bakal balik dan balik lagi. Kaya aku 🤩 hehe …;
1017;menu makanan sudah sangat variatif, tapi utk minuman kurang variatif, agar ditambah teh atau jeruk hangat, maklum konsumen ada yg kadang tidak suka kopi dan minuman dingin;
27;Hot plate nya enakkk dan murah. Cm untuk minuman nya kurang bgt rasanya;
481;Harus coba americano lychee nya..;
3224;Tempatnya strategis pas dipinggir jalan nyai udang,sayang kurang luas aja sich;
2579;Makanan minumannya gaada masalah enak enak aja, tapi tolong dievaluasi pelayanannya. Saya liat ada review serupa di bawah sekian bulan yg lalu tapi masih aja pelayanannya kurang mengenakan. Inputnya lambat, sambil ngobrol dan sibuk sendiri, …;
1212;Udah reservasi buat ngerjain tugas .. eh malah meja reservasi kami yang lagi kami dudukin, di over ke orang lain padahal kami masih duduk disitu , Harusnya orang yang mau reservasi di arahkan ke meja lain yang kosong.;
43;Minuman dan makanannya enak semua yang kami pesan. Pertama kalinya ke sini tapi sudah memberi kesan yang kurang bagus dari segi pelayanan. Kami sudah kasih list pesanan duluan ke kasir tapi kelewat ngga diinput ke nota jadi yang datang jauh …;
2273;"Makanannya sudah pesan tp datang terlambat. …""";
1379;"Untuk harga si lumayan pricey kalo untuk anak kuliahan""";
161;Kemaren pas datang ke sini cuman bisa jajan minumannya aja, makannanya sold alias gak bisa di pesan, sayang sekali sihh. …;
